rank,percentile,ticker,score,sector,market_cap,price,liquidity,pe_ratio,fcf_yield,earnings_yield,ttm_gross_margin,ttm_operating_margin,debt_to_ebitda,roa,top_factor,value_trap,missing_factor_count,data_quality,feature_available_date
151,88.6%,AZZ,0.3,INDUSTRIALS,4B,143.0,31M,13.6,7.5%,7.4%,23.9%,16.0%,0.0,14.3%,high_earnings_yield,False,0,good,2026-04-29
152,88.5%,EEFT,0.3,TECHNOLOGY,3B,72.4,56M,11.0,12.1%,9.1%,41.3%,12.5%,3.0,4.8%,high_fcf_yield,False,1,partial,2026-03-31
153,88.4%,KBR,0.3,INDUSTRIALS,5B,37.5,62M,11.5,10.1%,8.7%,14.7%,9.3%,0.2,6.3%,high_earnings_yield,False,0,good,2026-03-31
154,88.4%,KGC,0.3,BASIC MATERIALS,37B,30.2,254M,15.2,7.0%,6.6%,49.3%,43.8%,0.0,19.4%,high_earnings_yield,False,0,good,2026-03-31
155,88.3%,PRDO,0.3,CONSUMER DEFENSIVE,2B,36.0,19M,14.3,9.5%,7.0%,71.7%,23.2%,0.0,12.6%,high_fcf_yield,False,0,good,2026-03-31
156,88.2%,BLKB,0.3,TECHNOLOGY,2B,37.2,23M,15.0,14.1%,6.7%,58.8%,16.9%,0.2,4.8%,high_fcf_yield,False,0,good,2026-03-31
157,88.1%,ADMA,0.3,HEALTHCARE,3B,10.2,82M,17.1,1.1%,5.9%,57.4%,37.5%,0.0,23.5%,high_fcf_yield,False,1,partial,2026-03-31
158,88.1%,MC,0.3,FINANCIAL SERVICES,5B,65.1,77M,22.2,10.4%,4.5%,69.0%,18.1%,0.1,12.9%,high_fcf_yield,False,0,good,2026-03-31
159,88.0%,MMS,0.3,INDUSTRIALS,4B,64.3,50M,9.5,6.2%,10.5%,23.5%,10.8%,0.2,8.8%,high_earnings_yield,False,0,good,2026-03-01
160,87.9%,KMX,0.3,CONSUMER CYCLICAL,6B,39.3,117M,23.5,21.4%,4.3%,10.8%,0.8%,2.0,0.9%,high_fcf_yield,False,1,partial,2026-04-29
161,87.8%,EPAM,0.3,TECHNOLOGY,5B,99.2,182M,14.2,11.4%,7.0%,28.3%,9.7%,0.1,7.7%,high_fcf_yield,False,1,partial,2026-03-31
162,87.8%,LOPE,0.3,CONSUMER DEFENSIVE,5B,169.1,44M,21.0,5.3%,4.8%,52.8%,27.4%,0.0,21.8%,high_earnings_yield,False,1,partial,2026-03-31
163,87.7%,BKNG,0.3,CONSUMER CYCLICAL,134B,168.4,1B,24.7,6.8%,4.0%,100.0%,34.5%,0.4,18.5%,high_div_yield,False,0,good,2026-03-31
164,87.6%,INGR,0.3,CONSUMER DEFENSIVE,7B,111.7,78M,9.9,5.9%,10.1%,25.3%,14.1%,0.1,9.2%,high_earnings_yield,False,0,good,2026-03-31
165,87.5%,CENTA,0.3,CONSUMER DEFENSIVE,2B,33.6,10M,13.4,13.7%,7.5%,32.1%,7.7%,0.2,4.3%,high_fcf_yield,False,1,partial,2026-03-01
166,87.5%,FDS,0.3,FINANCIAL SERVICES,8B,223.6,184M,14.1,8.2%,7.1%,51.9%,31.2%,0.0,13.9%,high_earnings_yield,False,0,good,2026-04-29
167,87.4%,CBT,0.3,BASIC MATERIALS,4B,77.0,29M,12.9,10.0%,7.7%,25.4%,16.5%,0.7,8.3%,high_fcf_yield,False,0,good,2026-03-01
168,87.3%,DVA,0.3,HEALTHCARE,11B,155.1,156M,14.3,12.3%,7.0%,30.9%,14.9%,0.2,4.3%,high_fcf_yield,False,1,partial,2026-03-31
169,87.2%,FICO,0.3,TECHNOLOGY,24B,1025.0,419M,37.0,3.0%,2.7%,82.9%,47.5%,0.8,35.5%,low_ps,False,0,good,2026-03-01
170,87.2%,CINF,0.3,FINANCIAL SERVICES,26B,163.6,125M,10.7,12.1%,9.3%,47.4%,23.6%,0.0,5.8%,high_fcf_yield,False,0,good,2026-03-31
171,87.1%,UBER,0.3,TECHNOLOGY,155B,74.6,1B,15.4,6.3%,6.5%,39.8%,10.7%,0.0,16.3%,high_earnings_yield,False,1,partial,2026-03-31
172,87.0%,ALV,0.3,CONSUMER CYCLICAL,9B,115.9,107M,11.8,8.2%,8.4%,19.2%,10.2%,0.6,8.5%,high_earnings_yield,False,0,good,2026-03-31
173,86.9%,CF,0.3,BASIC MATERIALS,19B,124.2,401M,13.2,9.4%,7.6%,41.3%,36.6%,0.0,10.3%,high_fcf_yield,False,0,good,2026-03-31
174,86.9%,CHH,0.3,CONSUMER CYCLICAL,5B,99.1,78M,12.4,2.7%,8.1%,46.2%,28.4%,0.0,12.7%,high_earnings_yield,False,0,good,2026-03-31
175,86.8%,DELL,0.3,TECHNOLOGY,175B,260.5,1B,29.4,4.9%,3.4%,20.1%,7.2%,1.7,5.9%,low_ps,False,0,good,2026-05-01
176,86.7%,TRV,0.3,FINANCIAL SERVICES,67B,305.1,442M,10.6,11.9%,9.4%,36.9%,16.0%,0.1,4.4%,high_fcf_yield,False,0,good,2026-03-31
177,86.6%,TDC,0.3,TECHNOLOGY,3B,26.4,65M,19.6,11.2%,5.1%,59.5%,12.4%,0.4,7.3%,high_fcf_yield,False,0,good,2026-03-31
178,86.6%,HAE,0.3,HEALTHCARE,3B,55.1,47M,14.5,12.1%,6.9%,58.5%,19.2%,1.6,7.0%,high_fcf_yield,False,1,partial,2026-03-01
179,86.5%,NVDA,0.3,TECHNOLOGY,5.3T,215.2,31B,43.8,1.8%,2.3%,71.1%,60.4%,0.0,58.1%,low_ps,False,0,good,2026-05-01
180,86.4%,SFM,0.3,CONSUMER DEFENSIVE,8B,81.8,172M,14.9,6.0%,6.7%,37.1%,7.9%,0.2,12.6%,low_ps,False,1,partial,2026-03-31
181,86.3%,RLI,0.3,FINANCIAL SERVICES,5B,51.8,46M,11.8,12.8%,8.5%,29.8%,27.5%,0.4,6.5%,high_fcf_yield,False,0,good,2026-03-31
182,86.2%,LCII,0.3,CONSUMER CYCLICAL,3B,119.2,55M,12.5,9.6%,8.0%,24.5%,7.9%,0.1,7.2%,high_fcf_yield,False,0,good,2026-03-31
183,86.2%,FOX,0.3,COMMUNICATION SERVICES,25B,56.6,51M,13.2,9.3%,7.6%,33.1%,19.0%,0.0,8.8%,high_fcf_yield,False,0,good,2026-03-01
184,86.1%,ITRI,0.3,TECHNOLOGY,4B,83.8,93M,12.7,10.0%,7.9%,37.7%,13.3%,2.2,8.1%,high_fcf_yield,False,1,partial,2026-03-31
185,86.0%,AAPL,0.3,TECHNOLOGY,4.0T,271.4,14B,34.0,3.1%,2.9%,47.3%,32.4%,0.2,31.1%,low_ps,False,0,good,2026-03-01
186,85.9%,CAH,0.3,HEALTHCARE,46B,192.9,430M,27.3,12.1%,3.7%,3.6%,1.0%,0.4,2.9%,high_fcf_yield,False,0,good,2026-03-01
187,85.9%,MKC,0.3,CONSUMER DEFENSIVE,13B,48.3,180M,7.9,5.0%,12.6%,37.9%,15.5%,2.1,10.1%,high_earnings_yield,False,0,good,2026-04-29
188,85.8%,ROCK,0.3,INDUSTRIALS,1B,40.8,14M,12.5,9.9%,8.0%,26.9%,10.8%,0.1,7.0%,high_fcf_yield,False,0,good,2026-03-31
189,85.7%,DVN,0.3,ENERGY,32B,51.4,691M,12.1,9.5%,8.3%,22.7%,19.8%,0.3,8.4%,high_earnings_yield,False,0,good,2026-03-31
190,85.6%,MHO,0.3,CONSUMER CYCLICAL,3B,131.5,33M,8.7,3.6%,11.5%,23.0%,11.5%,0.5,8.4%,high_earnings_yield,False,0,good,2026-03-31
191,85.6%,MCK,0.3,HEALTHCARE,90B,736.1,865M,20.8,10.9%,4.8%,3.4%,1.3%,0.4,5.2%,high_fcf_yield,False,0,good,2026-03-01
192,85.5%,STNG,0.3,ENERGY,4B,84.4,93M,12.1,10.0%,8.3%,46.2%,33.0%,0.0,8.8%,high_fcf_yield,False,0,good,2026-03-31
193,85.4%,LRN,0.3,CONSUMER DEFENSIVE,4B,97.2,87M,14.0,4.7%,7.2%,39.3%,16.0%,0.1,13.8%,high_earnings_yield,False,1,partial,2026-03-01
194,85.3%,PRKS,0.3,CONSUMER CYCLICAL,2B,39.2,36M,12.5,7.7%,8.0%,92.3%,22.0%,0.1,6.4%,high_earnings_yield,False,0,good,2026-03-31
195,85.3%,ABM,0.3,INDUSTRIALS,2B,40.2,16M,15.5,13.4%,6.5%,11.5%,3.7%,0.2,3.0%,high_fcf_yield,False,0,good,2026-04-01
196,85.2%,MAT,0.3,CONSUMER CYCLICAL,5B,15.1,74M,11.4,9.1%,8.8%,48.8%,10.6%,1.5,6.0%,high_earnings_yield,False,0,good,2026-03-31
197,85.1%,CPB,0.3,CONSUMER DEFENSIVE,6B,20.8,146M,11.3,10.7%,8.8%,29.3%,12.1%,0.6,3.6%,high_fcf_yield,False,0,good,2026-04-01
198,85.0%,ERO,0.3,BASIC MATERIALS,3B,25.9,32M,10.2,3.9%,9.8%,43.9%,34.3%,0.2,13.8%,high_earnings_yield,False,1,partial,2026-03-31
199,85.0%,NEU,0.3,BASIC MATERIALS,6B,675.6,76M,15.2,7.7%,6.6%,31.5%,20.0%,0.0,12.0%,high_earnings_yield,False,0,good,2026-03-31
200,84.9%,ORI,0.3,FINANCIAL SERVICES,10B,40.0,65M,10.6,11.7%,9.4%,50.3%,13.0%,0.0,3.1%,high_fcf_yield,False,0,good,2026-03-31
201,84.8%,CNX,0.3,ENERGY,6B,38.9,72M,9.5,8.9%,10.5%,53.1%,43.2%,0.3,7.0%,high_earnings_yield,False,0,good,2026-03-31
202,84.7%,VOYA,0.3,FINANCIAL SERVICES,8B,82.0,124M,12.2,16.2%,8.2%,10.9%,11.2%,1.1,0.4%,high_fcf_yield,False,0,good,2026-03-31
203,84.7%,ZD,0.3,COMMUNICATION SERVICES,2B,41.0,26M,32.6,18.7%,3.1%,77.8%,13.2%,0.9,1.3%,high_fcf_yield,False,0,good,2026-03-31
204,84.6%,DHI,0.3,CONSUMER CYCLICAL,44B,153.4,380M,13.3,7.8%,7.5%,23.3%,12.3%,0.4,9.6%,high_earnings_yield,False,0,good,2026-03-01
205,84.5%,DG,0.3,CONSUMER DEFENSIVE,25B,113.3,325M,16.6,12.3%,6.0%,30.7%,5.2%,0.5,4.9%,high_fcf_yield,False,0,good,2026-05-01
206,84.4%,PBI,0.3,INDUSTRIALS,2B,15.5,64M,16.8,13.5%,5.9%,54.1%,20.4%,0.2,4.6%,high_fcf_yield,False,0,good,2026-03-31
207,84.3%,OTIS,0.3,INDUSTRIALS,30B,77.9,329M,21.9,4.8%,4.6%,30.3%,14.8%,0.9,13.0%,low_ps,False,0,good,2026-03-31
208,84.3%,ULTA,0.2,CONSUMER CYCLICAL,23B,521.6,355M,20.3,4.2%,4.9%,39.1%,12.5%,0.2,16.5%,low_ps,False,0,good,2026-05-01
209,84.2%,ORLY,0.2,CONSUMER CYCLICAL,84B,99.4,495M,33.0,1.9%,3.0%,51.6%,19.5%,0.1,15.3%,high_fcf_yield,False,1,partial,2026-03-31
210,84.1%,CENT,0.2,CONSUMER DEFENSIVE,2B,37.0,2M,14.7,12.4%,6.8%,32.1%,7.7%,0.2,4.3%,high_div_yield,False,0,good,2026-03-01
211,84.0%,DLTR,0.2,CONSUMER DEFENSIVE,19B,94.2,365M,14.7,7.4%,6.8%,36.4%,8.2%,0.5,9.5%,low_ps,False,1,partial,2026-05-01
212,84.0%,AGO,0.2,FINANCIAL SERVICES,3B,75.0,34M,6.8,7.6%,14.8%,92.9%,65.2%,0.0,4.1%,high_earnings_yield,False,0,good,2026-03-31
213,83.9%,PFS,0.2,FINANCIAL SERVICES,3B,22.7,23M,10.2,14.5%,9.8%,62.7%,29.5%,0.2,1.2%,high_fcf_yield,False,0,good,2026-03-31
214,83.8%,NTAP,0.2,TECHNOLOGY,24B,118.0,220M,19.5,6.8%,5.1%,70.5%,22.2%,0.0,12.2%,high_fcf_yield,False,0,good,2026-04-01
215,83.7%,EXPD,0.2,INDUSTRIALS,20B,147.9,171M,24.5,4.8%,4.1%,14.9%,9.5%,0.1,16.6%,low_ps,False,0,good,2026-03-31
216,83.7%,CI,0.2,HEALTHCARE,77B,290.6,486M,12.9,10.9%,7.8%,9.5%,3.3%,0.1,3.8%,high_fcf_yield,False,0,good,2026-03-31
217,83.6%,LAUR,0.2,CONSUMER DEFENSIVE,4B,30.1,45M,15.2,6.1%,6.6%,28.3%,25.3%,0.3,12.8%,high_earnings_yield,False,0,good,2026-03-31
218,83.5%,PFG,0.2,FINANCIAL SERVICES,22B,100.9,134M,18.8,20.0%,5.3%,45.2%,9.1%,2.8,0.3%,high_fcf_yield,False,0,good,2026-03-31
219,83.4%,CVLT,0.2,TECHNOLOGY,4B,98.9,84M,49.2,4.2%,2.0%,81.4%,7.3%,0.1,4.3%,high_earnings_yield,False,1,partial,2026-03-01
220,83.4%,AIZ,0.2,FINANCIAL SERVICES,12B,236.3,107M,13.6,13.5%,7.4%,77.2%,8.5%,0.0,2.4%,high_fcf_yield,False,0,good,2026-03-31
221,83.3%,CHE,0.2,HEALTHCARE,6B,425.0,112M,21.9,5.6%,4.6%,31.1%,13.4%,0.1,16.2%,low_ps,False,0,good,2026-03-31
222,83.2%,WWW,0.2,CONSUMER CYCLICAL,1B,16.7,16M,14.2,9.2%,7.0%,47.3%,8.0%,1.0,5.6%,low_ps,False,0,good,2026-03-31
223,83.1%,BR,0.2,TECHNOLOGY,18B,154.0,193M,16.9,7.5%,5.9%,31.2%,17.3%,0.6,12.4%,high_fcf_yield,False,0,good,2026-03-01
224,83.1%,FOXA,0.2,COMMUNICATION SERVICES,28B,62.9,165M,14.7,8.4%,6.8%,33.1%,19.0%,0.0,8.8%,high_fcf_yield,False,0,good,2026-03-01
225,83.0%,CPRX,0.2,HEALTHCARE,4B,31.1,87M,18.5,5.3%,5.4%,85.2%,43.8%,0.0,19.4%,low_ps,False,1,partial,2026-03-31
226,82.9%,EXLS,0.2,TECHNOLOGY,5B,31.9,71M,19.9,6.0%,5.0%,38.4%,15.0%,0.1,14.7%,low_ps,False,1,partial,2026-03-31
227,82.8%,FAF,0.2,FINANCIAL SERVICES,7B,70.1,61M,11.7,10.5%,8.6%,72.3%,11.1%,0.8,3.8%,high_fcf_yield,False,0,good,2026-03-31
228,82.8%,TRIP,0.2,CONSUMER CYCLICAL,1B,10.4,31M,30.1,13.5%,3.3%,85.3%,4.2%,3.1,1.5%,high_fcf_yield,False,0,good,2026-03-31
229,82.7%,TCBI,0.2,FINANCIAL SERVICES,5B,100.7,47M,13.9,17.2%,7.2%,60.6%,22.2%,1.3,1.0%,high_fcf_yield,False,1,partial,2026-03-31
230,82.6%,AGCO,0.2,INDUSTRIALS,9B,121.0,95M,12.1,8.4%,8.3%,24.9%,6.9%,0.2,6.1%,high_earnings_yield,False,0,good,2026-03-31
231,82.5%,BHF,0.2,FINANCIAL SERVICES,4B,62.3,29M,8.3,-2.8%,12.0%,36.0%,7.4%,0.0,0.2%,high_earnings_yield,False,1,partial,2026-03-31
232,82.4%,WLY,0.2,COMMUNICATION SERVICES,2B,41.4,16M,14.1,8.7%,7.1%,71.0%,16.3%,0.1,6.0%,high_fcf_yield,False,0,good,2026-04-01
233,82.4%,ERIE,0.2,FINANCIAL SERVICES,12B,218.9,59M,20.6,4.9%,4.8%,16.3%,17.7%,0.0,16.7%,low_ps,False,0,good,2026-03-31
234,82.3%,IAG,0.2,BASIC MATERIALS,10B,16.9,135M,14.9,8.2%,6.7%,42.1%,38.4%,0.0,10.6%,high_fcf_yield,False,0,good,2026-03-31
235,82.2%,MZTI,0.2,CONSUMER DEFENSIVE,4B,130.3,51M,19.8,6.1%,5.0%,24.1%,11.6%,0.0,13.5%,low_ps,False,0,good,2026-03-01
236,82.1%,RH,0.2,CONSUMER CYCLICAL,3B,133.9,117M,21.1,9.5%,4.7%,44.1%,11.4%,0.4,2.6%,high_fcf_yield,False,1,partial,2026-05-01
237,82.1%,LKQ,0.2,CONSUMER CYCLICAL,8B,31.6,87M,13.3,10.5%,7.5%,38.0%,7.8%,0.2,4.0%,high_fcf_yield,False,0,good,2026-03-31
238,82.0%,KFY,0.2,INDUSTRIALS,4B,67.8,26M,13.3,8.1%,7.5%,88.2%,13.1%,0.1,6.8%,high_earnings_yield,False,0,good,2026-04-01
239,81.9%,CRUS,0.2,TECHNOLOGY,9B,163.1,122M,21.1,7.2%,4.7%,52.9%,23.1%,0.0,16.4%,high_fcf_yield,False,1,partial,2026-03-01
240,81.8%,WRB,0.2,FINANCIAL SERVICES,26B,66.8,143M,14.8,13.0%,6.7%,19.8%,15.9%,0.0,4.0%,high_fcf_yield,False,0,good,2026-03-31
241,81.8%,MOH,0.2,HEALTHCARE,10B,194.6,257M,21.0,-6.4%,4.8%,9.0%,1.7%,0.0,3.0%,high_fcf_yield,False,1,partial,2026-03-31
242,81.7%,AU,0.2,BASIC MATERIALS,54B,107.0,229M,20.7,5.7%,4.8%,48.3%,43.3%,0.0,17.5%,low_ps,False,0,good,2026-03-31
243,81.6%,CCS,0.2,REAL ESTATE,2B,56.0,17M,11.1,9.1%,9.0%,17.7%,5.4%,2.1,3.3%,high_earnings_yield,False,0,good,2026-03-31
244,81.5%,VZ,0.2,COMMUNICATION SERVICES,202B,48.0,1B,11.8,9.8%,8.5%,55.7%,21.2%,0.9,4.2%,high_earnings_yield,False,0,good,2026-03-31
245,81.5%,LII,0.2,INDUSTRIALS,19B,534.9,275M,23.8,3.4%,4.2%,33.0%,19.5%,0.5,19.3%,high_div_yield,False,0,good,2026-03-31
246,81.4%,SAH,0.2,CONSUMER CYCLICAL,3B,78.8,18M,22.6,15.9%,4.4%,14.6%,3.6%,7.6,2.0%,high_fcf_yield,False,0,good,2026-03-31
247,81.3%,CCK,0.2,CONSUMER CYCLICAL,11B,98.3,121M,15.0,9.9%,6.7%,18.3%,13.2%,0.6,5.2%,high_fcf_yield,False,0,good,2026-03-31
248,81.2%,SMG,0.2,BASIC MATERIALS,4B,62.7,66M,41.3,9.7%,2.4%,31.0%,11.7%,1.2,3.0%,high_fcf_yield,False,0,good,2026-03-01
249,81.2%,MA,0.2,FINANCIAL SERVICES,449B,502.9,2B,30.0,3.8%,3.3%,83.4%,59.2%,0.1,27.6%,low_ps,False,0,good,2026-03-31
250,81.1%,KMB,0.2,CONSUMER DEFENSIVE,33B,98.4,435M,16.2,4.8%,6.2%,35.6%,14.5%,0.4,11.7%,low_ps,False,0,good,2026-03-31
251,81.0%,PIPR,0.2,FINANCIAL SERVICES,6B,87.2,57M,22.1,10.8%,4.5%,98.1%,20.1%,0.1,10.9%,high_fcf_yield,False,0,good,2026-03-31
252,80.9%,BMY,0.2,HEALTHCARE,124B,60.6,607M,17.5,10.4%,5.7%,67.6%,26.3%,0.3,7.8%,high_fcf_yield,False,0,good,2026-03-31
253,80.9%,AFG,0.2,FINANCIAL SERVICES,11B,133.3,69M,13.2,12.4%,7.6%,24.2%,13.2%,0.0,2.6%,high_fcf_yield,False,0,good,2026-03-31
254,80.8%,MANH,0.2,TECHNOLOGY,8B,137.9,115M,37.6,4.5%,2.7%,55.9%,25.9%,0.0,26.2%,low_ps,False,1,partial,2026-03-31
255,80.7%,GL,0.2,FINANCIAL SERVICES,12B,154.3,80M,10.6,10.2%,9.4%,33.4%,24.4%,0.4,3.8%,high_earnings_yield,False,0,good,2026-03-31
256,80.6%,CNO,0.2,FINANCIAL SERVICES,4B,44.5,31M,18.9,16.2%,5.3%,40.2%,6.3%,0.0,0.6%,high_fcf_yield,False,0,good,2026-03-31
257,80.5%,ASB,0.2,FINANCIAL SERVICES,5B,28.2,58M,9.9,12.4%,10.1%,58.2%,23.6%,4.8,1.1%,high_fcf_yield,False,0,good,2026-03-31
258,80.5%,DLX,0.2,INDUSTRIALS,1B,31.1,13M,16.9,12.2%,5.9%,53.0%,11.1%,0.1,3.0%,high_fcf_yield,False,0,good,2026-03-31
259,80.4%,CSL,0.2,INDUSTRIALS,15B,355.3,163M,19.7,6.6%,5.1%,35.7%,20.0%,0.0,11.8%,high_fcf_yield,False,0,good,2026-03-31
260,80.3%,STRA,0.2,CONSUMER DEFENSIVE,2B,78.4,25M,13.7,8.9%,7.3%,49.0%,14.0%,0.1,6.2%,high_fcf_yield,False,0,good,2026-03-31
261,80.2%,EIX,0.2,UTILITIES,27B,69.5,186M,5.8,-2.7%,17.2%,31.3%,27.1%,1.0,4.9%,high_earnings_yield,False,0,good,2026-03-31
262,80.2%,SM,0.2,ENERGY,4B,31.0,125M,5.5,-6.8%,18.2%,31.9%,26.1%,0.2,7.0%,high_earnings_yield,False,0,good,2026-03-31
263,80.1%,OGN,0.2,HEALTHCARE,3B,13.2,229M,18.6,11.6%,5.4%,53.6%,20.0%,0.1,1.5%,high_fcf_yield,False,0,good,2026-03-31
264,80.0%,OFG,0.2,FINANCIAL SERVICES,2B,46.0,14M,9.6,10.1%,10.4%,71.2%,30.8%,0.6,1.6%,high_earnings_yield,False,0,good,2026-03-31
265,79.9%,PBH,0.2,HEALTHCARE,3B,52.5,28M,13.5,10.6%,7.4%,56.4%,29.2%,0.0,5.3%,high_fcf_yield,False,1,partial,2026-03-01
266,79.9%,PRI,0.2,FINANCIAL SERVICES,9B,281.3,56M,11.9,9.7%,8.4%,41.3%,29.7%,0.0,5.0%,high_earnings_yield,False,0,good,2026-03-31
267,79.8%,VC,0.2,CONSUMER CYCLICAL,3B,111.7,82M,15.4,8.5%,6.5%,14.1%,8.8%,0.1,5.9%,low_ps,False,0,good,2026-03-31
268,79.7%,MGM,0.2,CONSUMER CYCLICAL,10B,38.9,180M,48.9,16.2%,2.0%,44.4%,5.7%,0.0,0.5%,high_fcf_yield,False,0,good,2026-03-31
269,79.6%,GPN,0.2,INDUSTRIALS,17B,72.0,233M,12.3,11.8%,8.1%,69.4%,23.5%,1.4,2.6%,high_fcf_yield,False,0,good,2026-03-31
270,79.6%,URBN,0.2,CONSUMER CYCLICAL,7B,71.5,77M,14.0,5.4%,7.1%,36.0%,9.9%,0.4,9.3%,low_ps,False,1,partial,2026-05-01
271,79.5%,SAM,0.2,CONSUMER DEFENSIVE,2B,237.0,58M,22.9,8.7%,4.4%,45.6%,6.9%,0.0,9.1%,low_ps,False,1,partial,2026-03-31
272,79.4%,LZB,0.2,CONSUMER CYCLICAL,1B,35.7,13M,17.7,10.7%,5.6%,43.5%,5.5%,0.4,4.0%,high_fcf_yield,False,0,good,2026-04-01
273,79.3%,AMG,0.2,FINANCIAL SERVICES,10B,294.7,105M,13.4,10.2%,7.5%,62.0%,29.5%,0.0,7.8%,high_fcf_yield,False,0,good,2026-03-31
274,79.3%,L,0.2,FINANCIAL SERVICES,23B,112.6,81M,13.9,12.7%,7.2%,43.9%,12.6%,0.8,1.9%,high_fcf_yield,False,0,good,2026-03-31
275,79.2%,LNC,0.2,FINANCIAL SERVICES,7B,35.8,64M,6.0,-2.4%,16.7%,20.0%,7.3%,0.5,0.3%,high_earnings_yield,False,0,good,2026-03-31
276,79.1%,JKHY,0.2,TECHNOLOGY,11B,153.8,143M,21.8,5.9%,4.6%,43.8%,25.9%,0.0,16.6%,high_fcf_yield,False,0,good,2026-03-01
277,79.0%,LAD,0.2,CONSUMER CYCLICAL,7B,289.6,84M,8.3,3.2%,12.1%,15.2%,4.1%,4.5,3.3%,high_earnings_yield,False,0,good,2026-03-31
278,79.0%,GPI,0.2,CONSUMER CYCLICAL,4B,356.9,53M,13.2,9.0%,7.6%,15.5%,4.2%,4.1,3.1%,low_ps,False,0,good,2026-03-31
279,78.9%,APO,0.2,FINANCIAL SERVICES,79B,133.2,553M,17.7,6.8%,5.7%,88.5%,34.4%,0.0,1.0%,high_fcf_yield,False,0,good,2026-03-31
280,78.8%,MRK,0.2,HEALTHCARE,270B,109.2,1B,14.8,4.6%,6.8%,74.2%,41.1%,0.2,13.3%,high_earnings_yield,False,0,good,2026-03-31
281,78.7%,MATX,0.2,INDUSTRIALS,5B,174.1,45M,12.0,3.6%,8.4%,22.8%,14.0%,0.3,9.3%,high_earnings_yield,False,0,good,2026-03-31
282,78.6%,HD,0.2,CONSUMER CYCLICAL,316B,317.4,1B,22.4,4.0%,4.5%,33.3%,12.7%,0.8,13.5%,low_ps,False,0,good,2026-05-01
283,78.6%,CRVL,0.2,FINANCIAL SERVICES,3B,58.5,10M,28.5,3.5%,3.5%,24.2%,14.5%,0.0,16.4%,low_ps,False,1,partial,2026-03-01
284,78.5%,ALLE,0.2,INDUSTRIALS,12B,137.5,167M,18.5,5.9%,5.4%,45.2%,21.1%,0.0,12.3%,high_earnings_yield,False,0,good,2026-03-31
285,78.4%,AXP,0.2,FINANCIAL SERVICES,222B,323.1,1B,20.5,7.2%,4.9%,83.2%,17.1%,0.2,3.6%,high_fcf_yield,False,0,good,2026-03-31
286,78.3%,CB,0.2,FINANCIAL SERVICES,129B,327.0,547M,12.5,10.5%,8.0%,29.4%,21.8%,0.2,3.8%,high_fcf_yield,False,0,good,2026-03-31
287,78.3%,EVTC,0.2,TECHNOLOGY,2B,29.5,13M,13.1,7.3%,7.7%,49.7%,20.0%,0.2,6.3%,high_earnings_yield,False,0,good,2026-03-31
288,78.2%,ITW,0.2,INDUSTRIALS,75B,258.0,358M,24.3,3.6%,4.1%,44.0%,26.3%,1.0,19.0%,low_pe,False,0,good,2026-03-31
289,78.1%,MORN,0.2,FINANCIAL SERVICES,7B,168.7,104M,17.7,6.7%,5.6%,61.0%,21.5%,0.1,10.4%,high_earnings_yield,False,0,good,2026-03-31
290,78.0%,EVR,0.2,FINANCIAL SERVICES,13B,321.3,215M,22.7,8.8%,4.4%,99.4%,20.5%,0.2,11.0%,high_fcf_yield,False,0,good,2026-03-31
291,78.0%,COF,0.2,FINANCIAL SERVICES,119B,191.3,846M,48.6,21.3%,2.1%,47.3%,3.3%,0.2,0.4%,high_fcf_yield,False,0,good,2026-03-31
292,77.9%,IPAR,0.2,CONSUMER DEFENSIVE,3B,91.2,22M,17.4,5.8%,5.8%,63.6%,18.2%,0.5,10.6%,low_ps,False,0,good,2026-03-31
293,77.8%,CVCO,0.2,CONSUMER CYCLICAL,4B,484.5,64M,21.0,5.3%,4.8%,23.4%,9.8%,0.0,12.5%,low_ps,False,1,partial,2026-03-01
294,77.7%,SF,0.2,FINANCIAL SERVICES,9B,78.8,107M,12.7,11.4%,7.9%,86.6%,13.8%,0.7,1.6%,high_fcf_yield,False,0,good,2026-03-31
295,77.7%,BCO,0.2,INDUSTRIALS,5B,106.8,47M,23.3,9.4%,4.3%,25.8%,11.1%,1.0,2.7%,high_fcf_yield,False,0,good,2026-03-31
296,77.6%,GM,0.2,CONSUMER CYCLICAL,71B,76.9,527M,26.2,15.7%,3.8%,6.3%,1.6%,4.1,1.0%,high_fcf_yield,False,0,good,2026-03-31
297,77.5%,EXPE,0.2,CONSUMER CYCLICAL,28B,230.0,414M,21.7,10.4%,4.6%,88.6%,12.9%,1.2,5.3%,high_fcf_yield,False,0,good,2026-03-31
298,77.4%,GPK,0.2,CONSUMER CYCLICAL,3B,9.5,77M,6.4,-2.9%,15.7%,18.7%,10.1%,0.8,3.8%,high_earnings_yield,False,0,good,2026-03-31
299,77.4%,IDXX,0.2,HEALTHCARE,45B,560.8,332M,42.7,2.3%,2.3%,61.8%,31.6%,0.6,31.6%,low_ps,False,1,partial,2026-03-31
300,77.3%,CUBI,0.2,FINANCIAL SERVICES,3B,76.3,26M,12.0,12.5%,8.3%,51.6%,22.0%,0.0,0.9%,high_fcf_yield,False,0,good,2026-03-31
301,77.2%,SKY,0.2,CONSUMER CYCLICAL,4B,72.8,37M,19.3,6.3%,5.2%,26.3%,9.8%,0.6,10.1%,low_ps,False,0,good,2026-03-01
